Desc	Family ID	Mus_musculus	Cavia_porcellus	Dipodomys_ordii	Heterocephalus_glaber	Octodon_degus	Chinchilla_lanigera	Microtus_ochrogaster	Nannospalax_galili	Marmota_marmota	Castor_canadensis	Meriones_unguiculatus	Urocitellus_parryii	Cricetulus_griseus	Marmota_flaviventris	Peromyscus_maniculatus	Peromyscus_leucopus	Grammomys_surdaster	Mastomys_coucha	Rattus_rattus	Arvicanthis_niloticus	Fukomys_damarensis	Microtus_fortis	Rattus_norvegicus	Ictidomys_tridecemlineatus	Mesocricetus_auratus	Microtus_oregoni	Dipodomys_spectabilis	Jaculus_jaculus	Marmota_monax	Perognathus_longimembris	Mus_caroli	Mus_pahari	Neosciurus_carolinensis	Myodes_glareolus	Arvicola_amphibius	Onychomys_torridus	MGP_CASTEiJ	Mus_spicilegus	MGP_SPRETEiJ	Oryctolagus_cuniculus	Sciurus_vulgaris	Spermophilus_dauricus
(null)	4944	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	5	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
(null)	4945	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	
(null)	4946	2	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	2	1	1	2	0	1	1	1	1	3	1	1	1	1	1	2	0	1	1	5	2	0	2	1	1	0	
(null)	4947	2	0	1	0	1	0	2	3	1	0	1	2	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	3	3	3	1	4	3	
(null)	4948	2	2	1	0	0	0	3	1	0	0	0	0	1	0	1	2	2	2	2	2	0	1	2	0	1	2	0	0	0	0	2	2	4	1	1	1	2	2	2	1	0	0	
(null)	4949	0	3	0	2	3	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	2	0	4	0	0	0	0	0	0	0	4	4	0	2	1	2	0	2	1	
(null)	4950	1	1	2	1	1	1	1	1	2	1	0	0	1	1	2	0	1	1	1	3	1	1	1	0	1	1	0	1	0	0	2	3	1	1	1	0	3	2	3	0	1	0	
(null)	4951	2	0	1	4	2	2	0	0	0	2	1	0	1	0	0	0	1	1	1	1	11	0	1	0	1	0	1	0	0	1	2	0	5	0	0	1	1	1	1	0	0	0	
(null)	4952	1	1	1	1	1	0	1	1	1	1	1	1	0	3	1	0	1	1	1	1	1	1	1	1	1	1	2	3	0	1	1	1	1	1	1	1	2	0	1	1	1	3	
(null)	4953	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	3	1	2	1	1	2	0	1	1	0	2	1	1	0	0	1	1	1	2	1	1	1	
(null)	4954	2	1	1	1	1	0	2	1	0	0	1	1	0	1	2	1	3	1	0	3	1	2	2	1	0	3	0	1	1	0	2	1	2	1	1	2	0	0	0	1	1	1	
(null)	4955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	
(null)	4956	1	1	1	4	4	1	1	1	1	1	1	0	1	1	1	1	2	2	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	2	1	
(null)	4957	1	1	1	1	3	1	1	1	0	1	1	1	1	1	0	1	3	0	1	1	0	2	1	0	0	0	1	1	1	1	1	1	1	1	1	1	3	2	3	1	2	0	
(null)	4958	2	1	0	0	0	1	1	4	3	0	1	1	0	3	1	0	2	1	1	2	0	1	0	1	1	1	0	1	2	0	1	2	0	1	0	1	4	2	3	0	0	0	
(null)	4959	1	1	0	1	0	0	1	0	2	1	0	2	2	3	0	2	1	0	0	0	1	2	0	2	0	0	1	1	2	2	2	3	2	1	1	2	1	1	1	1	1	1	
(null)	4960	1	4	1	0	2	0	1	0	2	2	0	1	0	1	1	0	1	0	1	2	1	5	1	1	1	0	1	4	2	0	0	0	1	1	0	0	2	1	2	0	1	1	
(null)	4961	2	1	1	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	8	5	8	1	5	2	
(null)	4962	1	1	1	0	2	1	0	0	1	1	1	0	1	0	1	1	2	0	1	0	2	2	1	2	0	0	0	0	2	0	0	1	1	2	0	0	4	2	4	1	4	2	
(null)	4963	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	0	1	0	
(null)	4964	1	0	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
(null)	4965	0	2	1	1	4	7	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	2	0	1	0	1	1	1	1	3	4	3	0	1	2	
(null)	4966	1	1	1	1	1	1	2	0	2	0	1	1	1	1	0	1	0	8	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	2	2	2	1	1	2	
(null)	4967	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	0	1	2	1	0	0	0	1	1	1	
(null)	4968	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	
(null)	4969	3	3	1	3	2	0	0	1	0	1	1	1	2	0	1	0	0	1	1	1	0	0	2	1	0	1	0	0	0	1	2	2	0	0	3	1	3	2	3	0	1	1	
(null)	4970	1	0	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2	0	1	1	1	1	
(null)	4971	2	1	1	0	0	0	1	0	1	1	1	1	0	0	2	2	1	2	2	0	1	1	4	0	0	2	0	2	0	0	0	0	0	2	2	0	3	4	3	1	1	1	
(null)	4972	1	2	2	0	0	1	0	0	0	4	4	2	1	2	1	0	0	0	1	3	1	1	2	0	0	0	1	0	0	0	0	1	1	1	2	0	2	3	2	1	2	1	
(null)	4973	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	2	1	5	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	5	3	5	3	1	2	
(null)	4974	1	1	1	0	2	1	0	2	0	1	4	1	1	0	0	1	1	0	1	1	1	2	1	2	0	4	1	0	0	2	1	1	0	0	3	2	1	1	1	1	1	1	
(null)	4975	2	0	1	0	0	2	0	0	0	3	0	1	0	0	0	0	1	5	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	9	3	9	0	5	0	
(null)	4976	1	1	2	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	3	1	1	1	1	1	0	1	1	1	1	1	1	2	0	2	3	1	0	
(null)	4977	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	3	0	1	1	1	1	1	1	1	1	2	1	1	1	1	
(null)	4978	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	3	1	1	1	
(null)	4979	1	1	0	0	0	0	3	0	0	4	0	0	0	0	3	2	0	1	1	1	0	0	1	1	1	4	1	0	0	2	2	0	0	0	6	1	2	3	2	0	1	1	
(null)	4980	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	4	1	
(null)	4981	1	1	1	1	1	1	1	1	1	0	1	1	1	1	3	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	
(null)	4982	1	1	1	1	1	1	0	1	2	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	6	1	5	1	2	2	
(null)	4983	0	0	1	0	0	0	1	0	1	2	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	2	1	0	1	0	0	6	2	6	2	3	2	
(null)	4984	2	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	2	1	1	1	1	0	1	1	1	1	0	2	1	5	1	6	1	1	0	
(null)	4985	4	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	8	0	3	4	3	0	2	1	
(null)	4986	2	1	1	1	1	0	1	1	0	0	1	0	1	0	2	1	1	1	2	2	0	1	1	1	1	2	1	1	0	1	0	1	1	1	2	2	2	2	2	1	2	1	
(null)	4987	2	0	1	0	0	1	1	2	0	0	2	1	1	0	1	1	1	2	2	3	0	0	1	0	1	1	2	1	0	1	2	1	0	2	1	1	2	1	2	3	1	1	
(null)	4988	2	1	1	0	1	1	1	0	1	1	0	1	0	1	1	2	2	1	1	1	0	1	2	1	0	1	1	0	1	1	1	1	0	1	2	1	3	3	1	2	2	1	
(null)	4989	11	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	10	3	0	2	0	0	3	1	
(null)	4990	5	1	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	2	0	1	0	0	0	0	9	5	9	1	1	1	
(null)	4991	1	0	2	4	0	1	0	1	0	0	3	0	0	0	0	0	3	0	0	1	2	0	2	0	0	1	2	1	0	4	0	0	1	0	0	2	3	2	3	0	5	1	
(null)	4992	1	0	1	0	1	0	1	0	0	2	3	0	0	0	0	1	1	0	2	2	1	1	1	0	0	1	1	1	1	1	0	1	2	1	0	0	6	3	6	1	2	0	
(null)	4993	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
(null)	4994	5	0	1	0	3	0	1	3	0	2	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	4	0	1	3	2	8	0	2	0	
(null)	4995	3	0	2	1	2	2	0	1	0	1	1	0	0	0	1	0	1	0	1	0	2	0	2	0	1	1	1	0	2	1	1	1	1	1	1	1	3	1	3	1	2	3	
(null)	4996	4	1	0	1	3	1	0	0	0	1	2	0	1	1	0	1	1	2	0	2	0	0	2	1	3	0	1	1	2	1	0	1	1	2	3	1	1	1	0	1	1	1	
(null)	4997	2	1	2	3	2	0	0	2	0	1	1	0	0	1	0	0	2	0	0	1	3	1	1	0	0	1	0	1	0	0	0	1	0	2	0	1	5	1	5	1	3	1	
(null)	4998	1	1	2	0	7	0	1	1	1	2	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	2	1	1	1	0	2	1	0	0	1	1	1	2	1	5	1	1	
(null)	4999	1	0	1	1	0	0	1	0	0	1	1	1	1	0	2	2	1	0	1	1	1	1	1	2	2	1	1	1	2	1	1	1	0	1	1	1	3	2	3	0	3	1	
(null)	5000	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	0	
(null)	5001	2	1	1	0	2	1	1	0	0	1	0	1	1	1	2	1	1	0	4	0	2	0	4	1	1	1	0	4	1	0	0	0	0	3	0	1	2	1	2	2	0	0	
(null)	5002	1	1	1	4	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	2	0	1	1	1	1	1	1	1	1	1	0	1	1	3	3	3	0	2	0	
(null)	5003	2	0	0	1	1	1	1	1	1	1	2	1	1	1	1	3	2	1	0	1	2	1	1	1	1	0	0	0	1	2	1	0	1	0	1	1	2	1	2	3	1	1	
(null)	5004	1	1	1	0	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	0	0	1	1	
(null)	5005	0	2	1	0	1	1	1	0	1	2	0	0	0	0	1	0	0	2	1	0	2	0	2	2	0	0	1	0	1	2	0	0	1	2	0	2	4	0	4	3	3	3	
(null)	5006	9	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	1	0	0	0	1	2	0	0	0	1	6	3	6	1	0	5	
(null)	5007	2	0	1	0	1	4	0	0	2	0	1	2	0	1	2	2	2	2	0	2	1	1	2	1	6	0	0	1	2	0	2	3	0	0	1	1	0	0	0	0	0	0	
(null)	5008	1	0	1	1	1	1	1	1	1	1	1	0	1	1	2	2	1	1	1	0	1	1	1	2	1	0	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	
(null)	5009	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	2	1	1	
(null)	5010	1	0	1	0	0	0	0	1	1	1	2	1	0	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	0	1	2	1	0	0	1	0	3	3	3	1	1	0	
(null)	5011	2	1	0	0	0	0	1	0	0	1	0	1	0	3	11	1	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	7	2	7	0	0	1	
(null)	5012	7	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	9	0	4	3	
(null)	5013	3	1	1	1	1	0	2	0	0	1	2	1	0	1	1	1	1	0	2	1	1	4	1	1	1	2	1	1	0	2	0	2	1	0	1	1	0	0	3	1	2	0	
(null)	5014	2	1	1	0	1	2	1	2	1	0	1	0	3	1	0	4	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	3	0	1	
(null)	5015	1	0	1	0	0	0	0	0	0	1	0	2	2	0	2	2	1	1	1	1	4	0	1	0	1	1	0	0	0	1	1	0	0	3	1	1	5	1	5	1	2	2	
(null)	5016	2	2	2	0	2	1	1	1	0	1	3	1	1	0	2	1	1	1	2	2	1	1	1	1	1	0	2	1	0	1	2	1	2	1	2	1	0	0	0	1	0	0	
(null)	5017	4	0	1	0	2	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	6	8	6	1	4	3	
(null)	5018	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	2	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	0	2	2	1	1	2	1	2	0	0	
(null)	5019	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	2	1	1	0	0	0	1	0	0	
(null)	5020	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	2	1	0	1	2	1	2	1	2	1	1	1	0	1	1	2	0	1	1	1	4	2	4	1	1	2	
(null)	5021	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	1	1	6	1	2	1	2	1	1	1	
(null)	5022	1	1	1	1	1	1	1	1	0	2	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	1	4	1	2	1	
(null)	5023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	
(null)	5024	1	1	0	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	6	1	1	1	1	1	1	1	1	1	
(null)	5025	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	3	1	1	1	1	2	2	0	1	2	2	2	0	0	1	2	2	
(null)	5026	1	1	1	1	1	1	1	1	1	3	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	
(null)	5027	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	1	1	1	1	1	2	1	1	1	0	0	0	1	0	1	
(null)	5028	1	1	1	1	2	1	1	2	0	1	2	1	1	1	1	1	1	1	1	1	0	1	1	0	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	0	
(null)	5029	1	0	1	1	2	0	1	1	1	0	1	1	2	1	0	2	0	1	1	1	1	1	0	0	0	2	5	1	1	0	1	1	1	1	1	1	2	2	2	1	2	1	
(null)	5030	1	1	3	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	3	1	1	0	2	0	0	1	1	0	0	1	2	1	0	0	2	1	5	0	5	0	3	3	
(null)	5031	1	1	1	2	0	0	1	0	2	2	0	0	0	1	1	0	1	3	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	7	2	7	0	1	1	
(null)	5032	0	1	1	1	1	0	1	1	0	3	2	0	0	0	1	1	1	0	0	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	4	3	4	1	2	2	
(null)	5033	1	1	0	0	0	0	0	0	0	1	2	1	0	1	0	0	1	0	1	1	0	1	1	5	0	1	2	1	0	0	2	3	0	0	0	0	4	1	4	0	0	10	
(null)	5034	2	4	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	
(null)	5035	1	1	1	1	1	1	1	1	1	0	1	1	0	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	0	3	1	2	0	1	0	
(null)	5036	2	0	1	2	2	1	2	0	1	1	0	1	0	0	0	0	0	0	1	0	2	1	2	1	2	0	1	1	1	1	1	2	1	0	1	0	2	2	2	1	5	2	
(null)	5037	1	2	1	1	2	2	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	3	1	3	1	5	3	
(null)	5038	1	1	1	1	1	1	1	1	1	1	2	1	0	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	0	
(null)	5039	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	2	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	0	0	
(null)	5040	2	1	2	1	2	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	0	0	
(null)	5041	1	1	1	1	1	1	1	4	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	0	1	0	
(null)	5042	1	1	3	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	2	2	1	2	0	1	0	4	1	0	1	1	1	0	1	1	1	1	0	
(null)	5043	2	1	2	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	2	2	0	2	0	0	1	2	1	0	1	2	1	0	2	1	1	2	4	1	1	1	2	
(null)	5044	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	1	0	1	2	1	1	1	0	
(null)	5045	1	0	0	0	0	0	2	0	0	0	0	1	1	1	3	3	1	2	1	1	0	0	1	0	1	2	0	0	0	0	3	3	2	2	2	0	4	3	4	0	0	1	
(null)	5046	3	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	0	0	0	1	0	1	
(null)	5047	1	1	1	3	1	0	0	0	0	0	2	0	1	1	1	2	0	3	0	1	0	3	1	0	0	8	0	0	0	1	1	1	1	1	1	0	3	1	3	0	1	1	
(null)	5048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	
(null)	5049	1	1	0	1	1	0	1	1	0	1	1	2	1	3	2	1	1	1	1	1	0	1	1	0	1	1	3	2	3	1	1	1	0	1	1	1	1	1	1	1	1	1	
(null)	5050	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	0	0	2	0	0	
(null)	5051	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	0	
(null)	5052	1	0	2	0	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	0	1	1	1	2	1	1	1	1	2	0	1	1	1	1	1	1	2	1	2	1	2	0	
(null)	5053	0	1	0	0	1	1	0	0	0	1	0	0	0	3	3	1	2	0	1	0	0	4	1	0	0	0	3	4	0	3	0	0	0	0	0	0	4	3	4	4	1	0	
(null)	5054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	
(null)	5055	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
(null)	5056	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	3	1	2	0	1	1	1	1	1	3	1	2	1	1	1	
(null)	5057	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	3	1	1	1	2	1	1	
(null)	5058	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	0	1	0	
(null)	5059	2	1	1	0	1	1	1	0	1	1	1	1	2	1	0	2	0	1	1	2	1	2	2	1	2	2	1	1	1	1	2	2	1	0	2	2	1	0	1	0	0	0	
(null)	5060	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	0	
(null)	5061	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	5	1	1	2	1	2	1	1	1	1	1	1	0	
(null)	5062	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	2	1	3	0	
(null)	5063	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	
(null)	5064	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	
(null)	5065	1	1	0	1	3	1	1	1	0	1	1	1	0	0	2	1	1	1	1	2	3	1	1	1	0	3	1	0	2	0	1	1	1	0	2	1	2	0	2	0	2	1	
(null)	5066	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
(null)	5067	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	6	1	1	0	0	1	1	0	1	3	1	1	1	1	0	1	0	0	3	0	1	1	1	2	3	3	
(null)	5068	1	1	1	0	0	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	0	1	2	1	1	1	1	1	1	2	1	2	1	1	1	
(null)	5069	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	4	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	0	
(null)	5070	1	0	1	2	0	1	0	1	1	1	2	1	0	1	3	1	1	1	2	1	1	1	2	0	2	0	1	1	3	1	1	1	0	1	1	3	1	1	1	1	1	0	
(null)	5071	1	3	2	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	0	1	1	0	2	1	1	4	2	0	1	1	3	1	1	2	1	
(null)	5072	1	1	2	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	0	
(null)	5073	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	4	4	4	1	3	1	
(null)	5074	1	1	1	0	0	1	1	2	2	1	2	0	0	0	0	0	1	0	1	0	0	1	2	0	1	0	1	0	0	1	2	2	0	0	1	0	2	4	4	0	7	3	
(null)	5075	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	1	0	2	1	1	1	2	1	0	2	1	0	2	1	4	2	4	1	6	1	
(null)	5076	1	1	1	1	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	0	1	0	
(null)	5077	1	1	1	0	0	2	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	2	1	1	0	0	1	1	1	1	1	1	5	2	5	1	2	1	
(null)	5078	1	1	1	1	1	1	1	1	0	1	2	1	1	0	1	1	1	1	1	1	2	1	2	2	1	4	1	1	0	1	1	1	1	2	0	1	1	1	1	1	0	1	
(null)	5079	1	1	1	0	2	1	1	1	1	0	1	1	1	1	1	2	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	2	2	1	1	2	2	2	0	2	2	
(null)	5080	1	1	1	0	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	
(null)	5081	1	1	0	1	0	0	1	1	1	0	1	1	1	1	2	0	1	3	2	1	1	1	1	3	4	1	0	0	1	0	1	1	1	0	1	1	3	1	2	1	1	1	
(null)	5082	1	3	1	0	0	3	2	2	0	0	1	0	0	1	3	2	3	0	0	0	0	2	1	4	0	0	2	1	0	1	1	0	0	0	2	0	2	3	2	0	2	0	
(null)	5083	1	1	1	1	2	0	1	0	1	1	1	1	0	1	2	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	3	3	3	0	2	2	
(null)	5084	1	1	1	2	1	2	1	1	0	1	1	1	1	1	1	1	1	0	3	1	1	1	2	1	0	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	2	
(null)	5085	0	2	1	0	0	0	1	7	1	0	0	3	0	4	1	1	1	2	0	0	0	4	0	3	1	1	0	2	2	0	1	0	1	1	0	4	0	0	0	1	0	0	
(null)	5086	0	1	2	1	1	1	1	1	1	1	1	1	1	2	1	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	4	3	4	1	1	2	
(null)	5087	0	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	3	1	3	0	1	1	
(null)	5088	0	2	1	1	0	1	0	1	0	1	1	1	0	1	3	1	1	0	1	0	0	2	1	1	1	1	0	1	0	1	0	1	1	0	1	1	6	1	6	1	2	1	
(null)	5089	0	1	2	1	2	1	1	1	1	2	2	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	2	2	2	1	1	1	1	
(null)	5090	0	1	1	1	1	0	1	1	1	1	3	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	4	2	1	2	1	
